subject,tag,file,lineno,MLOC,experience-based,statistics-based,manual analysis
numpy,v1.9.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\numpy\numpy\numpy\lib\tests\test_function_base.py,1929,32,1,1,0
numpy,v1.9.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\numpy\numpy\numpy\lib\tests\test_io.py,1548,13,0,0,0
numpy,v1.9.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\numpy\numpy\numpy\lib\tests\test_regression.py,171,11,0,0,0
numpy,v1.9.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\numpy\numpy\numpy\linalg\linalg.py,530,9,0,0,0
numpy,v1.9.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\numpy\numpy\numpy\ma\core.py,166,20,0,0,0
numpy,v1.9.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\numpy\numpy\numpy\ma\core.py,5435,18,0,0,0
numpy,v1.9.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\numpy\numpy\numpy\ma\testutils.py,168,10,0,0,0
numpy,v1.9.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\numpy\numpy\numpy\ma\tests\test_core.py,1368,27,1,0,0
numpy,v1.9.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\numpy\numpy\numpy\ma\tests\test_core.py,2732,24,1,0,0
numpy,v1.9.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\numpy\numpy\numpy\ma\tests\test_extras.py,326,15,0,0,0
numpy,v1.9.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\numpy\numpy\numpy\ma\tests\test_old_ma.py,661,35,1,1,0
numpy,v1.9.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\numpy\numpy\numpy\polynomial\hermite.py,1240,10,0,0,0
numpy,v1.9.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\numpy\numpy\numpy\polynomial\legendre.py,1570,14,0,0,0
numpy,v1.9.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\numpy\numpy\numpy\polynomial\tests\test_hermite.py,151,9,0,0,0
numpy,v1.9.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\numpy\numpy\numpy\random\tests\test_random.py,290,9,0,0,0
numpy,v1.9.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\numpy\numpy\numpy\testing\tests\test_utils.py,440,13,0,0,0
nltk,3.0.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\nltk\nltk\nltk\data.py,528,39,1,1,0
nltk,3.0.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\nltk\nltk\nltk\featstruct.py,738,33,1,1,0
nltk,3.0.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\nltk\nltk\nltk\probability.py,535,22,0,0,0
nltk,3.0.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\nltk\nltk\nltk\tree.py,810,14,0,0,0
nltk,3.0.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\nltk\nltk\nltk\app\chartparser_app.py,694,9,0,0,0
nltk,3.0.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\nltk\nltk\nltk\app\collocations_app.py,323,13,0,0,0
nltk,3.0.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\nltk\nltk\nltk\app\wordnet_app.py,592,9,0,0,0
nltk,3.0.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\nltk\nltk\nltk\classify\decisiontree.py,231,15,0,0,0
nltk,3.0.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\nltk\nltk\nltk\classify\weka.py,303,10,0,0,0
nltk,3.0.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\nltk\nltk\nltk\corpus\reader\framenet.py,391,9,0,0,0
nltk,3.0.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\nltk\nltk\nltk\corpus\reader\nombank.py,167,18,0,0,0
nltk,3.0.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\nltk\nltk\nltk\corpus\reader\verbnet.py,178,9,0,0,0
nltk,3.0.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\nltk\nltk\nltk\draw\table.py,59,42,1,1,0
nltk,3.0.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\nltk\nltk\nltk\draw\util.py,2192,13,0,0,0
nltk,3.0.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\nltk\nltk\nltk\inference\tableau.py,56,27,1,0,0
nltk,3.0.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\nltk\nltk\nltk\parse\chart.py,583,11,0,0,0
nltk,3.0.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\nltk\nltk\nltk\parse\projectivedependencyparser.py,558,10,0,0,0
nltk,3.0.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\nltk\nltk\nltk\sem\chat80.py,500,15,0,0,0
nltk,3.0.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\nltk\nltk\nltk\sem\glue.py,213,15,0,0,0
nltk,3.0.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\nltk\nltk\nltk\sem\logic.py,1814,9,0,0,0
nltk,3.0.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\nltk\nltk\nltk\tag\brill.py,287,21,0,0,0
nltk,3.0.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\nltk\nltk\nltk\tbl\demo.py,328,13,0,0,0
nltk,3.0.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\nltk\nltk\nltk\tokenize\punkt.py,1377,21,0,0,0
matplotlib,v1.4.3,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\matplotlib\matplotlib\setupext.py,861,15,0,0,0
matplotlib,v1.4.3,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\matplotlib\matplotlib\examples\animation\animate_decay.py,21,9,0,0,0
matplotlib,v1.4.3,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\matplotlib\matplotlib\examples\event_handling\pick_event_demo.py,87,12,0,0,0
matplotlib,v1.4.3,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\matplotlib\matplotlib\examples\tests\backend_driver.py,441,18,0,0,0
matplotlib,v1.4.3,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\afm.py,359,24,1,0,0
matplotlib,v1.4.3,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\axis.py,1651,14,0,0,0
matplotlib,v1.4.3,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\backend_tools.py,269,10,0,0,0
matplotlib,v1.4.3,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\cm.py,203,25,1,0,0
matplotlib,v1.4.3,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\colors.py,378,30,1,1,0
matplotlib,v1.4.3,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\dates.py,672,23,0,0,0
matplotlib,v1.4.3,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\finance.py,819,9,0,0,0
matplotlib,v1.4.3,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\image.py,870,24,1,0,0
matplotlib,v1.4.3,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\mathtext.py,206,21,0,0,0
matplotlib,v1.4.3,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\mlab.py,2363,22,0,0,0
matplotlib,v1.4.3,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\patches.py,1611,14,0,0,0
matplotlib,v1.4.3,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\pyplot.py,115,22,0,0,0
matplotlib,v1.4.3,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\pyplot.py,3170,11,0,0,0
matplotlib,v1.4.3,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\spines.py,193,53,1,1,1
matplotlib,v1.4.3,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\text.py,2232,19,0,0,0
matplotlib,v1.4.3,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\transforms.py,2104,17,0,0,0
matplotlib,v1.4.3,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\widgets.py,1652,21,0,0,0
matplotlib,v1.4.3,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\axes\_axes.py,4514,43,1,1,0
matplotlib,v1.4.3,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\backends\backend_agg.py,378,15,0,0,0
matplotlib,v1.4.3,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\backends\backend_gtk3.py,663,27,1,0,0
matplotlib,v1.4.3,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\backends\backend_pdf.py,1516,13,0,0,0
matplotlib,v1.4.3,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\backends\backend_ps.py,813,10,0,0,0
matplotlib,v1.4.3,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\backends\backend_tkagg.py,633,19,0,0,0
matplotlib,v1.4.3,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\backends\qt_editor\figureoptions.py,39,54,1,1,1
matplotlib,v1.4.3,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\style\core.py,42,15,0,0,0
matplotlib,v1.4.3,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\tests\test_axes.py,638,15,0,0,0
matplotlib,v1.4.3,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\tests\test_axes.py,3392,15,0,0,0
matplotlib,v1.4.3,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\tests\test_collections.py,491,24,1,0,0
matplotlib,v1.4.3,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\tests\test_image.py,239,9,0,0,0
matplotlib,v1.4.3,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\tests\test_mlab.py,1701,25,1,0,0
matplotlib,v1.4.3,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\tests\test_spines.py,53,26,1,0,0
matplotlib,v1.4.3,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\tests\test_triangulation.py,882,44,1,1,0
matplotlib,v1.4.3,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\matplotlib\matplotlib\lib\mpl_toolkits\gtktools.py,47,10,0,0,0
matplotlib,v1.4.3,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\matplotlib\matplotlib\lib\mpl_toolkits\axes_grid1\colorbar.py,426,16,0,0,0
matplotlib,v1.4.3,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\matplotlib\matplotlib\lib\mpl_toolkits\axisartist\axis_artist.py,217,12,0,0,0
matplotlib,v1.4.3,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\matplotlib\matplotlib\lib\mpl_toolkits\mplot3d\art3d.py,423,14,0,0,0
matplotlib,v1.4.3,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\matplotlib\matplotlib\lib\mpl_toolkits\tests\test_mplot3d.py,8,9,0,0,0
matplotlib,v1.4.3,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\matplotlib\matplotlib\unit\virtualenv.py,1858,17,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\django\contrib\admin\helpers.py,231,10,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\django\contrib\admin\widgets.py,119,14,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\django\contrib\auth\views.py,74,21,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\django\contrib\gis\db\backends\oracle\operations.py,115,12,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\django\contrib\gis\gdal\driver.py,35,21,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\django\contrib\gis\sitemaps\views.py,12,28,1,1,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\django\contrib\sessions\backends\file.py,190,10,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\django\core\validators.py,25,14,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\django\core\mail\message.py,259,20,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\django\core\management\commands\makemigrations.py,188,44,1,1,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\django\db\backends\base\base.py,166,13,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\django\db\backends\oracle\introspection.py,58,10,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\django\db\migrations\autodetector.py,936,11,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\django\db\migrations\operations\models.py,453,12,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\django\db\models\lookups.py,282,21,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\django\db\models\fields\files.py,115,13,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\django\db\models\fields\related_lookups.py,99,11,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\django\db\models\sql\datastructures.py,63,23,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\django\forms\fields.py,495,9,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\django\forms\models.py,917,15,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\django\middleware\common.py,95,14,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\django\template\defaulttags.py,718,10,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\django\template\backends\jinja2.py,40,11,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\django\test\testcases.py,269,39,1,1,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\django\utils\dateformat.py,272,10,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\django\utils\regex_helper.py,205,9,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\django\views\generic\base.py,46,14,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\tests\admin_changelist\tests.py,287,12,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\tests\admin_inlines\tests.py,650,12,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\tests\admin_views\tests.py,1213,11,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\tests\admin_views\tests.py,4197,38,1,1,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\tests\admin_widgets\tests.py,867,9,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\tests\auth_tests\test_auth_backends.py,312,10,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\tests\auth_tests\test_views.py,898,17,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\tests\cache\tests.py,813,16,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\tests\custom_managers\tests.py,127,20,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\tests\delete\tests.py,284,11,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\tests\field_deconstruction\tests.py,330,10,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\tests\fixtures_regress\tests.py,614,12,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\tests\forms_tests\tests\test_fields.py,1301,18,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\tests\forms_tests\tests\test_forms.py,2463,17,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\tests\forms_tests\tests\test_input_formats.py,446,11,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\tests\forms_tests\tests\test_widgets.py,1026,35,1,1,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\tests\generic_views\test_edit.py,155,14,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\tests\gis_tests\gdal_tests\test_ds.py,226,20,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\tests\gis_tests\geoapp\test_feeds.py,55,10,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\tests\gis_tests\geos_tests\test_mutable_list.py,152,38,1,1,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\tests\i18n\tests.py,121,15,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\tests\invalid_models_tests\test_ordinary_fields.py,287,16,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\tests\m2m_signals\tests.py,110,14,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\tests\many_to_many\tests.py,374,16,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\tests\middleware_exceptions\tests.py,307,10,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\tests\migrations\test_autodetector.py,848,10,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\tests\migrations\test_commands.py,651,10,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\tests\migrations\test_operations.py,591,16,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\tests\migrations\test_state.py,635,12,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\tests\model_formsets_regress\tests.py,524,18,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\tests\multiple_database\tests.py,1659,26,1,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\tests\pagination\tests.py,247,16,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\tests\queries\tests.py,602,10,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\tests\queries\tests.py,3210,10,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\tests\schema\tests.py,386,20,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\tests\serializers_regress\tests.py,131,9,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\tests\syndication_tests\tests.py,226,23,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\tests\template_tests\filter_tests\test_filesizeformat.py,26,15,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\tests\test_client_regress\tests.py,817,11,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\tests\timezones\tests.py,407,9,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\tests\utils_tests\test_encoding.py,87,9,0,0,0
django,1.8.2,C:\Users\Zhifei Chen\Desktop\pysmell\subject_raw\django\django\tests\view_tests\tests\test_csrf.py,12,10,0,0,0
